sin_2241_2455158637| mulinma putek læbuṇu eka hoṉdayi kiyalā dæn hitenavā | මුලින්ම පුතෙක් ලැබුණු එක හොඳයි කියලා දැන් හිතෙනවා |mettananda
sin_2241_2617308867| ætta vaśayenma ohugē pæṇi komaḍu vagāven da tunen pṁguvak vināśa vī gosin | ඇත්ත වශයෙන්ම ඔහුගේ පැණි කොමඩු වගාවෙන් ද තුනෙන් පංගුවක් විනාශ වී ගොසින් |mettananda
sin_2241_2690846268| mēka mūlika vaśayen samājavādī manasak tiyena raṭak | මේක මූලික වශයෙන් සමාජවාදී මනසක් තියෙන රටක් |mettananda
sin_2241_2929631181| in pasuva uturē mætivaraṇaya pævætvīma gæṭaḷuvak neveyi | ඉන් පසුව උතුරේ මැතිවරණය පැවැත්වීම ගැටළුවක් නෙවෙයි |mettananda
sin_2241_3002527648| mē śāsana saddharmaya avurudu dahasak pavatinnē ya | මේ ශාසන සද්ධර්මය අවුරුදු දහසක් පවතින්නේ ය |mettananda
sin_2241_3130519046| viduhalpatigē kaṭahaṇḍa pāsala avaṭa ræv demin pætiriṇi | විදුහල්පතිගේ කටහඬ පාසල අවට රැව් දෙමින් පැතිරිණි |mettananda
sin_2241_3154512466| meccara kal nobalā siṭiyē kālaya hoyāganna bæriva | මෙච්චර කල් නොබලා සිටියේ කාලය හොයාගන්න බැරිව |mettananda
sin_2241_3203593051| balamu nēda apē vīrayāgē væḍa kiḍa kohomada kiyalā | බලමු නේද අපේ වීරයාගේ වැඩ කිඩ කොහොමද කියලා |mettananda
sin_2241_3248119210| giniyam vū tǣṭiya mata inna puluvan jagatā kavda | ගිනියම් වූ තෑටිය මත ඉන්න පුලුවන් ජගතා කව්ද |mettananda
sin_2241_3320697504| mīduma eka eka pættaṭa peraḷi peraḷi apiva pissu vaṭvanavā | මීදුම එක එක පැත්තට පෙරළි පෙරළි අපිව පිස්සු වට්වනවා |mettananda
sin_2241_3388309517| mēka mohugē dakṣatā mata siduvuṇu dulaba siduvīmak | මේක මොහුගේ දක්ෂතා මත සිදුවුණු දුලබ සිදුවීමක් |mettananda
sin_2241_3396572759| mema cārikāva purāvaṭa apa hā ræṉduṇu obaṭa bohoma stutiyi | මෙම චාරිකාව පුරාවට අප හා රැඳුණු ඔබට බොහොම ස්තුතියි |mettananda
sin_2241_3729570045| yuvaḷagē siyalu balāporottu saphala vannē ehidīya | යුවළගේ සියලු බලාපොරොත්තු සඵල වන්නේ එහිදීය |mettananda
sin_2241_3736911555| mīṭa passē taman kaḷa dē pamaṇak taman kaḷa bava kiyanna | මීට පස්සේ තමන් කළ දේ පමණක් තමන් කළ බව කියන්න |mettananda
sin_2241_3853049089| āsiyānu niṣpādanavādaya piḷibaṉda māksgē adahasayi | ආසියානු නිෂ්පාදනවාදය පිළිබඳ මාක්ස්ගේ අදහසයි |mettananda
sin_2241_3882175305| siṁgappūruvē hiṭapu janādhipati lī kvān yū vasara dekakaṭa pamaṇa kæsinōvalaṭa avasaradī tibuṇat pasuva digaṭama pavatvāgena yayi | සිංගප්පූරුවේ හිටපු ජනාධිපති ලී ක්වාන් යූ වසර දෙකකට පමණ කැසිනෝවලට අවසරදී තිබුණත් පසුව දිගටම පවත්වාගෙන යයි |mettananda
sin_2241_3958755289| itiṁ ehema ekē un ōvaṭa viyadam karanna mæli vennē næhæ | ඉතිං එහෙම එකේ උන් ඕවට වියදම් කරන්න මැලි වෙන්නේ නැහැ |mettananda
sin_2241_4134952636| igena ganna ḷamunṭa hugak dēval dænaganna puḷuvan | ඉගෙන ගන්න ළමුන්ට හුගක් දේවල් දැනගන්න පුළුවන් |mettananda
sin_2241_4157088146| unanduven udyōgayen mēvāyē nirata viya hæka | උනන්දුවෙන් උද්යෝගයෙන් මේවායේ නිරත විය හැක |mettananda
sin_2241_4246299478| ādāyama satuṭudāyaka maṭṭamaka pavatina atara āgamika kaṭayutu kerehi unanduvak dakvana davasaki | ආදායම සතුටුදායක මට්ටමක පවතින අතර ආගමික කටයුතු කෙරෙහි උනන්දුවක් දක්වන දවසකි |mettananda
sin_2241_4277756245| anēpiṇḍu siṭutumāṭa diyaṇivaru tun denek hiṭiyā | අනේපිඬු සිටුතුමාට දියණිවරු තුන් දෙනෙක් හිටියා |mettananda
sin_2241_4285331626| rṁgana śilpiṇiyak kiyā venas jīvitayak maṭa næhæ | රංගන ශිල්පිණියක් කියා වෙනස් ජීවිතයක් මට නැහැ |mettananda
sin_2241_4370008255| puhudun tænættā niraturuva dakinnē phalaya pamaṇi | පුහුදුන් තැනැත්තා නිරතුරුව දකින්නේ ඵලය පමණි |mettananda
sin_2241_4397240723| minisā labāgena æti utumma dāyādayak vannē parisarayayi | මිනිසා ලබාගෙන ඇති උතුම්ම දායාදයක් වන්නේ පරිසරයයි |mettananda
sin_2241_4754043665| mekī tattvaya raṭak lesa kisi lesakin vat hitakara vūvak novē | මෙකී තත්ත්වය රටක් ලෙස කිසි ලෙසකින් වත් හිතකර වූවක් නොවේ |mettananda
sin_2241_4872639475| akuṇu eḷiyaṭa kāmarē særin særē eḷiya væṭuṇā | අකුණු එළියට කාමරේ සැරින් සැරේ එළිය වැටුණා |mettananda
sin_2241_4911457039| upādhidhārīnṭa parigaṇaka puhuṇuva | උපාධිධාරීන්ට පරිගණක පුහුණුව |mettananda
sin_2241_5145464361| yaturupædi sṭanṭ gæna amutuven kiyanna deyak næhænē | යතුරුපැදි ස්ටන්ට් ගැන අමුතුවෙන් කියන්න දෙයක් නැහැනේ |mettananda
sin_2241_5171949005| mema avasthāvaṭa viśāla bætimatun pirisak sahabhāgī vī siṭiyaha | මෙම අවස්ථාවට විශාල බැතිමතුන් පිරිසක් සහභාගී වී සිටියහ |mettananda
sin_2241_5478392200| pasa tuḷa ahitakara bækṭīriyā dilīra vardhanaya vīma | පස තුළ අහිතකර බැක්ටීරියා දිලීර වර්ධනය වීම |mettananda
sin_2241_5531575649| apa nidahas māvata digē gos aturu pārakaṭa hærunemu | අප නිදහස් මාවත දිගේ ගොස් අතුරු පාරකට හැරුනෙමු |mettananda
sin_2241_5545272033| sṭæfarḍ mōṭars āyatanaya maṉgin eya iṭu kara dīmaṭa maṉga sælæs vūyē vimaladāsa perērāya | ස්ටැෆර්ඩ් මෝටර්ස් ආයතනය මඟින් එය ඉටු කර දීමට මඟ සැලැස් වූයේ විමලදාස පෙරේරාය |mettananda
sin_2241_5577248646| tāyilantayē viśālatama nagaraya vannē bæṁkokya | තායිලන්තයේ විශාලතම නගරය වන්නේ බැංකොක්ය |mettananda
sin_2241_5737322470| ōgollanṭa kaṉdavuru gahannat metana hækiyāva tiyenavā | ඕගොල්ලන්ට කඳවුරු ගහන්නත් මෙතන හැකියාව තියෙනවා |mettananda
sin_2241_5856425003| ādivāsīngē sirit virit puda pūjā adat dækagata hækiya | ආදිවාසීන්ගේ සිරිත් විරිත් පුද පූජා අදත් දැකගත හැකිය |mettananda
sin_2241_5939934305| etanin passe jōnge jīvitē venasma pættakaṭa peralenavā | එතනින් පස්සෙ ජෝන්ගෙ ජීවිතේ වෙනස්ම පැත්තකට පෙරලෙනවා |mettananda
sin_2241_5961008980| æfganistānaya pakistānaya timōraya da ema raṭaval ataraṭa ekvē | ඇෆ්ගනිස්තානය පකිස්තානය තිමෝරය ද එම රටවල් අතරට එක්වේ |mettananda
sin_2241_5961160525| mēvā kesē nam aitihāsika bhautikavādayat samaṉga pæna næṉgennē da | මේවා කෙසේ නම් ඓතිහාසික භෞතිකවාදයත් සමඟ පැන නැඟෙන්නේ ද |mettananda
sin_2241_5983855127| ātma śaktiya mænavin goḍanægena māsayak da vē | ආත්ම ශක්තිය මැනවින් ගොඩනැගෙන මාසයක් ද වේ |mettananda
sin_2241_6077399409| mē niścala chāyārūpaya ṭom hǣnks raṉga pǣ sinamā paṭayakini | මේ නිශ්චල ඡායාරූපය ටොම් හෑන්ක්ස් රඟ පෑ සිනමා පටයකිනි |mettananda
sin_2241_6131765660| mema kuṇāṭuva mīṭar hatak dakvā usva næṉgī tibuṇi | මෙම කුණාටුව මීටර් හතක් දක්වා උස්ව නැඟී තිබුණි |mettananda
sin_2241_6164526854| mē situvilla anun kerehi paturuvā harinnaki | මේ සිතුවිල්ල අනුන් කෙරෙහි පතුරුවා හරින්නකි |mettananda
sin_2241_6173212296| tavada koṭā pāra saha bauddhālōka māvata yana mārgayanhi vāhana tadabadayak nomæti bava polisiya kiyā siṭiyi | තවද කොටා පාර සහ බෞද්ධාලෝක මාවත යන මාර්ගයන්හි වාහන තදබදයක් නොමැති බව පොලිසිය කියා සිටියි |mettananda
sin_2241_6288088681| æt govvanṭada saramak kamisayak ætuḷu tamanṭa vuvamanā kaḷamanā tǣgi lesa læbeyi | ඇත් ගොව්වන්ටද සරමක් කමිසයක් ඇතුළු තමන්ට වුවමනා කළමනා තෑගි ලෙස ලැබෙයි |mettananda
sin_2241_6446549054| muhudu patulē lōkaya numba samaṉga hæmadāma mituruyi | මුහුදු පතුලේ ලෝකය නුඹ සමඟ හැමදාම මිතුරුයි |mettananda
sin_2241_6481028570| mula siṭama ārakṣāva vunē idiriyaṭa dena ekama tamayi | මුල සිටම ආරක්ෂාව වුනේ ඉදිරියට දෙන එකම තමයි |mettananda
sin_2241_6531403825| un siṁhala bhāṣāvaṭa siritvirit valaṭa vaira karanavā | උන් සිංහල භාෂාවට සිරිත්විරිත් වලට වෛර කරනවා |mettananda
sin_2241_6534612621| mē piḷībaṉdava janayāgē virōdhaya vivēcanaya pæna næṉgūha | මේ පිළීබඳව ජනයාගේ විරෝධය විවේචනය පැන නැඟූහ |mettananda
sin_2241_6541430912| muladī mema guvanviduliyaṭa ādivāsī nāyakayā akamætiviya | මුලදී මෙම ගුවන්විදුලියට ආදිවාසී නායකයා අකමැතිවිය |mettananda
sin_2241_6708103880| dakuṇē ætæm koṭasakut duk viṉdimin innavā | දකුණේ ඇතැම් කොටසකුත් දුක් විඳිමින් ඉන්නවා |mettananda
sin_2241_6861382253| mēkaṭa nāyakatvaya denna sudusuma tamayi apē rajatumā | මේකට නායකත්වය දෙන්න සුදුසුම තමයි අපේ රජතුමා |mettananda
sin_2241_6885399424| rāvaṇā rajatumā gæna taram sākṣi kisima rajatumek gæna saṉdahan nǣ | රාවණා රජතුමා ගැන තරම් සාක්ෂි කිසිම රජතුමෙක් ගැන සඳහන් නෑ |mettananda
sin_2241_7000581434| mīgamu kalapuva lōka uruma parisara paddhatiyan taramaṭa vædagat vana sṁvēdī parisara paddhatiyaki | මීගමු කලපුව ලෝක උරුම පරිසර පද්ධතියන් තරමට වැදගත් වන සංවේදී පරිසර පද්ධතියකි |mettananda
sin_2241_7029336488| mema stūpaya gajabā raju visin devana varaṭa viśāla koṭa baṉdavā æta | මෙම ස්තූපය ගජබා රජු විසින් දෙවන වරට විශාල කොට බඳවා ඇත |mettananda
sin_2241_7163162985| mē nisā kusala karma dahayak sapurā gannaṭa puḷuvan | මේ නිසා කුසල කර්ම දහයක් සපුරා ගන්නට පුළුවන් |mettananda
sin_2241_7249602248| sæṭalayiṭ risīvar ekakut hoyāgatta ḍiṣ ekak nǣ | සැටලයිට් රිසීවර් එකකුත් හොයාගත්ත ඩිෂ් එකක් නෑ |mettananda
sin_2241_7269780178| mēvāṭa viruddha janatāva sṁvidhānaya vī pā gaman giyā | මේවාට විරුද්ධ ජනතාව සංවිධානය වී පා ගමන් ගියා |mettananda
sin_2241_7335788423| muhudaṭa ehā tiyena nagara dekaka vecca siduvīmak matak kara gammu | මුහුදට එහා තියෙන නගර දෙකක වෙච්ච සිදුවීමක් මතක් කර ගම්මු |mettananda
sin_2241_7437300865| yana gaman maṉga gænat poḍḍak kiyanna puḷuvanda | යන ගමන් මඟ ගැනත් පොඩ්ඩක් කියන්න පුළුවන්ද |mettananda
sin_2241_7472301414| muḷu ræsvīma saṉdahā edā viśāla janakāyak pæmiṇa siṭiyaha | මුළු රැස්වීම සඳහා එදා විශාල ජනකායක් පැමිණ සිටියහ |mettananda
sin_2241_7573097860| ruvanmæli sǣyen læbuṇu karaṇḍuvaka mevæni hæḍayak æta | රුවන්මැලි සෑයෙන් ලැබුණු කරඬුවක මෙවැනි හැඩයක් ඇත |mettananda
sin_2241_7669456196| daṉgalannē nætuva iṉdapan | දඟලන්නේ නැතුව ඉඳපන් |mettananda
sin_2241_7770234536| miyagiya pudgalayāṭa karana sæbǣ gauravayak da novē | මියගිය පුද්ගලයාට කරන සැබෑ ගෞරවයක් ද නොවේ |mettananda
sin_2241_7959803271| mēvāṭa pilituru læbenakoṭa nam mūna hirivæṭenavā | මේවාට පිලිතුරු ලැබෙනකොට නම් මූන හිරිවැටෙනවා |mettananda
sin_2241_7997082894| metæna vennē vagakīm hā yutukam gæna kerena sṁvādayak | මෙතැන වෙන්නේ වගකීම් හා යුතුකම් ගැන කෙරෙන සංවාදයක් |mettananda
sin_2241_8056047909| mē væḍa saṉdahā apaṭa væḍihiṭiyangē nomada sahāya læbiṇi | මේ වැඩ සඳහා අපට වැඩිහිටියන්ගේ නොමද සහාය ලැබිණි |mettananda
sin_2241_8312189082| mehi gam væsiyan kisiveku mas māṁśa anubhava nokarayi | මෙහි ගම් වැසියන් කිසිවෙකු මස් මාංශ අනුභව නොකරයි |mettananda
sin_2241_8405129617| mē sitē itāma māyākārī vidihaṭa mema dvēṣaya nirmāṇaya venavā | මේ සිතේ ඉතාම මායාකාරී විදිහට මෙම ද්වේෂය නිර්මාණය වෙනවා |mettananda
sin_2241_8452702249| meya pudgala jīvitayē ætivana avasan sitivillayi | මෙය පුද්ගල ජීවිතයේ ඇතිවන අවසන් සිතිවිල්ලයි |mettananda
sin_2241_8457350842| meya hæṉdinvīmaṭa yedena tavat paryāya padayak vannē | මෙය හැඳින්වීමට යෙදෙන තවත් පර්යාය පදයක් වන්නේ |mettananda
sin_2241_8705683857| mēka minindōru depārtumēntuvē datta anuva vellankarē vila | මේක මිනින්දෝරු දෙපාර්තුමේන්තුවේ දත්ත අනුව වෙල්ලන්කරේ විල |mettananda
sin_2241_8709881905| pannipiṭiye depānama dēvāla pāre gihin gala uḍa pansala kiyalā æhuvanam ōka kenek kiyayi | පන්නිපිටියෙ දෙපානම දේවාල පාරෙ ගිහින් ගල උඩ පන්සල කියලා ඇහුවනම් ඕක කෙනෙක් කියයි |mettananda
sin_2241_8833594116| iḍak læbuṇot mē behetat piṭaraṭaṭa vikuṇā ganīvi | ඉඩක් ලැබුණොත් මේ බෙහෙතත් පිටරටට විකුණා ගනීවි |mettananda
sin_2241_8861238822| āsiyānu niṣpādanavādaya piḷibaṉda māksgē adahasayi | ආසියානු නිෂ්පාදනවාදය පිළිබඳ මාක්ස්ගේ අදහසයි |mettananda
sin_2241_9030374175| mīmurē tava duraṭat ārakṣita tænak noveyi | මීමුරේ තව දුරටත් ආරක්ෂිත තැනක් නොවෙයි |mettananda
sin_2241_9170939058| yuddhaya kiyannēma mānava himikam nætivena avasthāvak nē | යුද්ධය කියන්නේම මානව හිමිකම් නැතිවෙන අවස්ථාවක් නේ |mettananda
sin_2241_9304867830| selān samaga īṭa viśāla venasak notibuṇat kamarṣal bæṁkuvaṭa etaram miḷak ættē mandæyi hitā gannavat bæhæ | සෙලාන් සමග ඊට විශාල වෙනසක් නොතිබුණත් කමර්ෂල් බැංකුවට එතරම් මිළක් ඇත්තේ මන්දැයි හිතා ගන්නවත් බැහැ |mettananda
sin_2241_9353193483| īṭapasse hemi hemin ahasaṭa piyāmbanna paṭan gattā | ඊටපස්සෙ හෙමි හෙමින් අහසට පියාඹන්න පටන් ගත්තා |mettananda
sin_2241_9373766440| dharmāśōka rajatumā ē tænvala kuḷuṇu pihiṭevvā | ධර්මාශෝක රජතුමා ඒ තැන්වල කුළුණු පිහිටෙව්වා |mettananda
sin_2241_9472922689| īḷagaṭa koṭasa mama aran ennam puḷuvan ikmanin | ඊළගට කොටස මම අරන් එන්නම් පුළුවන් ඉක්මනින් |mettananda
sin_2241_9594771771| viśākage caritayaṭa māva yōjanā karalā tibuṇē nehārā pīris | විශාකගෙ චරිතයට මාව යෝජනා කරලා තිබුණේ නෙහාරා පීරිස් |mettananda
sin_2241_9656525366| ārakṣaka aṁśayaṭa sambandha goḍak aya mē horunṭa ahuvenavā | ආරක්ෂක අංශයට සම්බන්ධ ගොඩක් අය මේ හොරුන්ට අහුවෙනවා |mettananda
sin_2241_9678229376| menna mē vagē vidimat katikāvakin apa kāṭat hadenna hækiyi | මෙන්න මේ වගේ විදිමත් කතිකාවකින් අප කාටත් හදෙන්න හැකියි |mettananda
sin_2241_9685884087| bohō denek sudu æṉduma mebaṉdu avasthāvala dī bhāvitayaṭa ganiti | බොහෝ දෙනෙක් සුදු ඇඳුම මෙබඳු අවස්ථාවල දී භාවිතයට ගනිති |mettananda
sin_2241_9704365016| adahas dakvana yāḷuvo hæmōṭamat bohoma stūtiyi | අදහස් දක්වන යාළුවො හැමෝටමත් බොහොම ස්තූතියි |mettananda
sin_2241_9783455642| api pasugiya koṭasa gæna matak karagammu | අපි පසුගිය කොටස ගැන මතක් කරගම්මු |mettananda
sin_2241_9939950696| mema japāna rājadhāniyē sāmaya ārakṣā kaḷē samurāyi varu visinuyi | මෙම ජපාන රාජධානියේ සාමය ආරක්ෂා කළේ සමුරායි වරු විසිනුයි |mettananda
sin_2282_0021599733| mema nivasaṭa apa yana viṭadī vasā damā tibūṇu atara nivasē kisivaku nosiṭiyēya | මෙම නිවසට අප යන විටදී වසා දමා තිබූණු අතර නිවසේ කිසිවකු නොසිටියේය |mettananda
sin_2282_0259733284| matpæn dumvæṭi genvā gannā piyavaru siṭiti | මත්පැන් දුම්වැටි ගෙන්වා ගන්නා පියවරු සිටිති |mettananda
sin_2282_0272883957| idiri pæya kihipayē kaḷa yuttē kumakdæyi nodanī | ඉදිරි පැය කිහිපයේ කළ යුත්තේ කුමක්දැයි නොදනී |mettananda
sin_2282_0388541935| akamætta hā kæmætta sægavīma atara ættē sǣhenna venasaki | අකමැත්ත හා කැමැත්ත සැගවීම අතර ඇත්තේ සෑහෙන්න වෙනසකි |mettananda
sin_2282_0404487808| muhudu raḷa vēgayen gal paravala gæṭī sṁsiṉdī yayi | මුහුදු රළ වේගයෙන් ගල් පරවල ගැටී සංසිඳී යයි |mettananda
sin_2282_0434573169| rēgan daruṇu caritayak vūyē piyāgē akaruṇāva nisāya | රේගන් දරුණු චරිතයක් වූයේ පියාගේ අකරුණාව නිසාය |mettananda
sin_2282_0436920105| adhikaraṇa bhūmiyēdī pavā pudgalayin aturudan karanavā | අධිකරණ භූමියේදී පවා පුද්ගලයින් අතුරුදන් කරනවා |mettananda
sin_2282_0450101662| mē film ekē innet eḍī marfi | මේ ෆිල්ම් එකේ ඉන්නෙත් එඩී මර්ෆි |mettananda
sin_2282_0472859551| iraṭu kūrak amuven kæmati hæḍayakaṭa næviya hæki ya | ඉරටු කූරක් අමුවෙන් කැමති හැඩයකට නැවිය හැකි ය |mettananda
sin_2282_0570725129| mēvā mūlika yugaya tuḷa hoṉdin væḍilā tibuṇē nǣ | මේවා මූලික යුගය තුළ හොඳින් වැඩිලා තිබුණේ නෑ |mettananda
sin_2282_0602730201| metæna utura hā dakuṇa venvana kaḍima hæṭiyaṭa sælakē | මෙතැන උතුර හා දකුණ වෙන්වන කඩඉම හැටියට සැලකේ |mettananda
sin_2282_0729525242| jātika lotaræyi maṇḍalayē nīrōgā lotaræyi aleviyen lada adāyamen jātika vakugaḍu aramudalaṭa rupiyal kōṭiyaka mudalak | ජාතික ලොතරැයි මණ්ඩලයේ නීරෝගා ලොතරැයි අලෙවියෙන් ලද අදායමෙන් ජාතික වකුගඩු අරමුදලට රුපියල් කෝටියක මුදලක් |mettananda
sin_2282_0783035037| kinniyā pankulama pasukara mema uṇudiya ulpat veta pivisiya hæki vē | කින්නියා පන්කුලම පසුකර මෙම උණුදිය උල්පත් වෙත පිවිසිය හැකි වේ |mettananda
sin_2282_0807739690| yana gaman poḍi adahasakut oya pahaḷin dāgena yanna | යන ගමන් පොඩි අදහසකුත් ඔය පහළින් දාගෙන යන්න |mettananda
sin_2282_0837852035| medā pāra polisiyen bērenna mē denna monavā karayida | මෙදා පාර පොලිසියෙන් බේරෙන්න මේ දෙන්න මොනවා කරයිද |mettananda
sin_2282_0941919114| rusiyānu janādhipativarayā ræsva siṭi janakāya æmatīya | රුසියානු ජනාධිපතිවරයා රැස්ව සිටි ජනකාය ඇමතීය |mettananda
sin_2282_0945568681| mīṭa kalin hiṭapu minissu meccara cāṭar unē nǣ neva | මීට කලින් හිටපු මිනිස්සු මෙච්චර චාටර් උනේ නෑ නෙව |mettananda
sin_2282_1144218601| mekī daruvā tavat daruvan pirisak samaṉga sellam karamin | මෙකී දරුවා තවත් දරුවන් පිරිසක් සමඟ සෙල්ලම් කරමින් |mettananda
sin_2282_1170757756| svalpa vēlāvakin tamā kurām etænaṭa āvē | ස්වල්ප වේලාවකින් තමා කුරාම් එතැනට ආවේ |mettananda
sin_2282_1190252972| ekamutu vuṇot mē lōke karanna bæri deyak nǣ | එකමුතු වුණොත් මේ ලෝකෙ කරන්න බැරි දෙයක් නෑ |mettananda
sin_2282_1306824157| menna ū baraṭa bara aḍi tiya tiyā ahasē hæma tænama ævidinavā | මෙන්න ඌ බරට බර අඩි තිය තියා අහසේ හැම තැනම ඇවිදිනවා |mettananda
sin_2282_1322388247| ṭayigar vuḍsṭanam vividhatvaya ētaram nupurudu venna bǣ | ටයිගර් වුඩ්ස්ටනම් විවිධත්වය ඒතරම් නුපුරුදු වෙන්න බෑ |mettananda
sin_2282_1519089911| kavurunda kiyalā nam vaśayen kiyanna puḷuvanda | කවුරුන්ද කියලා නම් වශයෙන් කියන්න පුළුවන්ද |mettananda
sin_2282_1620917825| maṭa hituṇa āyet kōcciya peraluṇa tænaṭa yanna ōna kiyala | මට හිතුණ ආයෙත් කෝච්චිය පෙරලුණ තැනට යන්න ඕන කියල |mettananda
sin_2282_1698850211| mehidī nāyakayāṭa kisiyam aramuṇak tibiya yutuya | මෙහිදී නායකයාට කිසියම් අරමුණක් තිබිය යුතුය |mettananda
sin_2282_1774969661| mēkiṭa mokakdō amutu amāruvak tiyenava marā gæna | මේකිට මොකක්දෝ අමුතු අමාරුවක් තියෙනව මරා ගැන |mettananda
sin_2282_1983652553| mēvā siṁhala vikiyaṭat mehemmama dānnat puḷuvan vagē nēda | මේවා සිංහල විකියටත් මෙහෙම්මම දාන්නත් පුළුවන් වගේ නේද |mettananda
sin_2282_2008311871| metænadī api sparśaya pāvicci karannē avabōdhayak piṇisayi | මෙතැනදී අපි ස්පර්ශය පාවිච්චි කරන්නේ අවබෝධයක් පිණිසයි |mettananda
